,0,1,Prediction
6807,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (273) - Copy.jpg,neutral,neutral
6808,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (274) - Copy - Copy - Copy.jpg,neutral,neutral
6809,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (274) - Copy - Copy.jpg,neutral,neutral
6810,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (274) - Copy.jpg,neutral,neutral
6811,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (275) - Copy - Copy - Copy.jpg,neutral,neutral
6812,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (275) - Copy - Copy.jpg,neutral,neutral
6813,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (275) - Copy.jpg,neutral,neutral
6814,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (276) - Copy - Copy - Copy.jpg,neutral,neutral
6815,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (276) - Copy - Copy.jpg,neutral,neutral
6816,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (276) - Copy.jpg,neutral,neutral
6817,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (277) - Copy - Copy - Copy.jpg,neutral,neutral
6818,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (277) - Copy - Copy.jpg,neutral,neutral
6819,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (277) - Copy.jpg,neutral,neutral
6820,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (278) - Copy - Copy - Copy.jpg,neutral,neutral
6821,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (278) - Copy - Copy.jpg,neutral,neutral
6822,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (278) - Copy.jpg,neutral,neutral
6823,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (279) - Copy - Copy - Copy.jpg,neutral,neutral
6824,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (279) - Copy - Copy.jpg,neutral,neutral
6825,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (279) - Copy.jpg,neutral,neutral
6826,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (28) - Copy - Copy - Copy.jpg,neutral,neutral
6827,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (28) - Copy - Copy.jpg,neutral,neutral
6828,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (28) - Copy.jpg,neutral,neutral
6829,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (28).jpg,neutral,neutral
6830,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (280) - Copy - Copy - Copy.jpg,neutral,neutral
6831,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (280) - Copy - Copy.jpg,neutral,neutral
6832,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (280) - Copy.jpg,neutral,neutral
6833,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (281) - Copy - Copy - Copy.jpg,neutral,neutral
6834,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (281) - Copy - Copy.jpg,neutral,neutral
6835,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (281) - Copy.jpg,neutral,neutral
6836,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (282) - Copy - Copy - Copy.jpg,neutral,neutral
6837,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (282) - Copy - Copy.jpg,neutral,neutral
6838,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (282) - Copy.jpg,neutral,neutral
6839,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (283) - Copy - Copy - Copy.jpg,neutral,neutral
6840,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (283) - Copy - Copy.jpg,neutral,neutral
6841,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (284) - Copy - Copy - Copy.jpg,neutral,neutral
6842,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (284) - Copy - Copy.jpg,neutral,neutral
6843,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (285) - Copy - Copy - Copy.jpg,neutral,neutral
6844,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (285) - Copy - Copy.jpg,neutral,neutral
6845,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (286) - Copy - Copy - Copy.jpg,neutral,neutral
6846,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (286) - Copy - Copy.jpg,neutral,neutral
6847,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (287) - Copy - Copy - Copy.jpg,neutral,neutral
6848,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (287) - Copy - Copy.jpg,neutral,neutral
6849,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (288) - Copy - Copy - Copy.jpg,neutral,neutral
6850,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (288) - Copy - Copy.jpg,neutral,neutral
6851,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (289) - Copy - Copy - Copy.jpg,neutral,neutral
6852,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (289) - Copy - Copy.jpg,neutral,neutral
6853,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (29) - Copy - Copy - Copy.jpg,neutral,neutral
6854,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (29) - Copy - Copy.jpg,neutral,neutral
6855,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (29) - Copy.jpg,neutral,neutral
6856,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (29).jpg,neutral,neutral
6857,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (290) - Copy - Copy - Copy.jpg,neutral,neutral
6858,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (290) - Copy - Copy.jpg,neutral,neutral
6859,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (291) - Copy - Copy - Copy.jpg,neutral,neutral
6860,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (291) - Copy - Copy.jpg,neutral,neutral
6861,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (292) - Copy - Copy - Copy.jpg,neutral,neutral
6862,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (292) - Copy - Copy.jpg,neutral,neutral
6863,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (293) - Copy - Copy - Copy.jpg,neutral,neutral
6864,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (293) - Copy - Copy.jpg,neutral,neutral
6865,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (294) - Copy - Copy - Copy.jpg,neutral,neutral
6866,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (294) - Copy - Copy.jpg,neutral,neutral
6867,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (295) - Copy - Copy - Copy.jpg,neutral,neutral
6868,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (295) - Copy - Copy.jpg,neutral,neutral
6869,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (296) - Copy - Copy - Copy.jpg,neutral,neutral
6870,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (296) - Copy - Copy.jpg,neutral,neutral
6871,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (297) - Copy - Copy - Copy.jpg,neutral,neutral
6872,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (297) - Copy - Copy.jpg,neutral,neutral
6873,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (298) - Copy - Copy - Copy.jpg,neutral,neutral
6874,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (298) - Copy - Copy.jpg,neutral,neutral
6875,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (299) - Copy - Copy - Copy.jpg,neutral,neutral
6876,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (299) - Copy - Copy.jpg,neutral,neutral
6877,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (3) - Copy - Copy.jpg,neutral,neutral
6878,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (3) - Copy.jpg,neutral,neutral
6879,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (3).jpg,neutral,neutral
6880,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (30) - Copy - Copy - Copy.jpg,neutral,neutral
6881,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (30) - Copy - Copy.jpg,neutral,neutral
6882,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (30) - Copy.jpg,neutral,neutral
6883,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (300) - Copy - Copy - Copy.jpg,neutral,neutral
6884,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (300) - Copy - Copy.jpg,neutral,neutral
6885,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (301) - Copy - Copy - Copy.jpg,neutral,neutral
6886,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (301) - Copy - Copy.jpg,neutral,neutral
6887,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (302) - Copy - Copy - Copy.jpg,neutral,neutral
6888,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (302) - Copy - Copy.jpg,neutral,neutral
6889,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (303) - Copy - Copy - Copy.jpg,neutral,neutral
6890,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (303) - Copy - Copy.jpg,neutral,neutral
6891,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (304) - Copy - Copy - Copy.jpg,neutral,neutral
6892,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (304) - Copy - Copy.jpg,neutral,neutral
6893,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (305) - Copy - Copy - Copy.jpg,neutral,neutral
6894,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (305) - Copy - Copy.jpg,neutral,neutral
6895,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (306) - Copy - Copy - Copy.jpg,neutral,neutral
6896,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (306) - Copy - Copy.jpg,neutral,neutral
6897,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (307) - Copy - Copy - Copy.jpg,neutral,neutral
6898,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (307) - Copy - Copy.jpg,neutral,neutral
6899,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (308) - Copy - Copy - Copy.jpg,neutral,neutral
6900,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (308) - Copy - Copy.jpg,neutral,neutral
6901,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (309) - Copy - Copy - Copy.jpg,neutral,neutral
6902,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (309) - Copy - Copy.jpg,neutral,neutral
6903,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (31) - Copy - Copy - Copy.jpg,neutral,neutral
6904,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (31) - Copy - Copy.jpg,neutral,neutral
6905,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (31) - Copy.jpg,neutral,neutral
6906,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (310) - Copy - Copy - Copy.jpg,neutral,neutral
6907,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (310) - Copy - Copy.jpg,neutral,neutral
6908,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (311) - Copy - Copy - Copy.jpg,neutral,neutral
6909,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (311) - Copy - Copy.jpg,neutral,neutral
6910,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (312) - Copy - Copy - Copy.jpg,neutral,neutral
6911,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (312) - Copy - Copy.jpg,neutral,neutral
6912,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (313) - Copy - Copy - Copy.jpg,neutral,neutral
6913,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (313) - Copy - Copy.jpg,neutral,neutral
6914,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (314) - Copy - Copy - Copy.jpg,neutral,neutral
6915,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (314) - Copy - Copy.jpg,neutral,neutral
6916,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (315) - Copy - Copy - Copy.jpg,neutral,neutral
6917,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (315) - Copy - Copy.jpg,neutral,neutral
6918,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (316) - Copy - Copy - Copy.jpg,neutral,neutral
6919,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (316) - Copy - Copy.jpg,neutral,neutral
6920,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (317) - Copy - Copy - Copy.jpg,neutral,neutral
6921,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (317) - Copy - Copy.jpg,neutral,neutral
6922,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (318) - Copy - Copy - Copy.jpg,neutral,neutral
6923,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (318) - Copy - Copy.jpg,neutral,neutral
6924,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (319) - Copy - Copy - Copy.jpg,neutral,neutral
6925,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (319) - Copy - Copy.jpg,neutral,neutral
6926,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (32) - Copy - Copy - Copy.jpg,neutral,neutral
6927,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (32) - Copy - Copy.jpg,neutral,neutral
6928,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (32) - Copy.jpg,neutral,neutral
6929,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (320) - Copy - Copy - Copy.jpg,neutral,neutral
6930,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (320) - Copy - Copy.jpg,neutral,neutral
6931,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (321) - Copy - Copy - Copy.jpg,neutral,neutral
6932,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (321) - Copy - Copy.jpg,neutral,neutral
6933,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (322) - Copy - Copy - Copy.jpg,neutral,neutral
6934,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (322) - Copy - Copy.jpg,neutral,neutral
6935,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (323) - Copy - Copy - Copy.jpg,neutral,neutral
6936,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (323) - Copy - Copy.jpg,neutral,neutral
6937,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (324) - Copy - Copy - Copy.jpg,neutral,neutral
6938,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (324) - Copy - Copy.jpg,neutral,neutral
6939,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (325) - Copy - Copy - Copy.jpg,neutral,neutral
6940,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (325) - Copy - Copy.jpg,neutral,neutral
6941,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (326) - Copy - Copy - Copy.jpg,neutral,neutral
6942,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (326) - Copy - Copy.jpg,neutral,neutral
6943,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (327) - Copy - Copy - Copy.jpg,neutral,neutral
6944,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (327) - Copy - Copy.jpg,neutral,neutral
6945,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (328) - Copy - Copy - Copy.jpg,neutral,neutral
6946,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (328) - Copy - Copy.jpg,neutral,neutral
6947,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (329) - Copy - Copy - Copy.jpg,neutral,neutral
6948,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (329) - Copy - Copy.jpg,neutral,neutral
6949,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (33) - Copy - Copy - Copy.jpg,neutral,neutral
6950,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (33) - Copy - Copy.jpg,neutral,neutral
6951,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (33) - Copy.jpg,neutral,neutral
6952,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (330) - Copy - Copy - Copy.jpg,neutral,neutral
6953,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (330) - Copy - Copy.jpg,neutral,neutral
6954,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (331) - Copy - Copy - Copy.jpg,neutral,neutral
6955,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (331) - Copy - Copy.jpg,neutral,neutral
6956,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (332) - Copy - Copy - Copy.jpg,neutral,neutral
6957,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (332) - Copy - Copy.jpg,neutral,neutral
6958,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (333) - Copy - Copy - Copy.jpg,neutral,neutral
6959,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (333) - Copy - Copy.jpg,neutral,neutral
6960,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (334) - Copy - Copy - Copy.jpg,neutral,neutral
6961,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (334) - Copy - Copy.jpg,neutral,neutral
6962,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (335) - Copy - Copy - Copy.jpg,neutral,neutral
6963,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (335) - Copy - Copy.jpg,neutral,neutral
6964,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (336) - Copy - Copy - Copy.jpg,neutral,neutral
6965,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (336) - Copy - Copy.jpg,neutral,neutral
6966,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (337) - Copy - Copy - Copy.jpg,neutral,neutral
6967,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (337) - Copy - Copy.jpg,neutral,neutral
6968,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (338) - Copy - Copy - Copy.jpg,neutral,neutral
6969,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (338) - Copy - Copy.jpg,neutral,neutral
6970,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (339) - Copy - Copy - Copy.jpg,neutral,neutral
6971,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (339) - Copy - Copy.jpg,neutral,neutral
6972,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (34) - Copy - Copy - Copy.jpg,neutral,neutral
6973,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (34) - Copy - Copy.jpg,neutral,neutral
6974,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (34) - Copy.jpg,neutral,neutral
6975,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (340) - Copy - Copy - Copy.jpg,neutral,neutral
6976,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (340) - Copy - Copy.jpg,neutral,neutral
6977,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (341) - Copy - Copy - Copy.jpg,neutral,neutral
6978,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (341) - Copy - Copy.jpg,neutral,neutral
6979,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (342) - Copy - Copy - Copy.jpg,neutral,neutral
6980,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (342) - Copy - Copy.jpg,neutral,neutral
6981,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (343) - Copy - Copy - Copy.jpg,neutral,neutral
6982,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (343) - Copy - Copy.jpg,neutral,neutral
6983,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (344) - Copy - Copy - Copy.jpg,neutral,neutral
6984,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (344) - Copy - Copy.jpg,neutral,neutral
6985,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (345) - Copy - Copy - Copy.jpg,neutral,neutral
6986,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (345) - Copy - Copy.jpg,neutral,neutral
6987,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (346) - Copy - Copy - Copy.jpg,neutral,neutral
6988,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (346) - Copy - Copy.jpg,neutral,neutral
6989,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (347) - Copy - Copy - Copy.jpg,neutral,neutral
6990,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (347) - Copy - Copy.jpg,neutral,neutral
6991,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (348) - Copy - Copy - Copy.jpg,neutral,neutral
6992,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (348) - Copy - Copy.jpg,neutral,neutral
6993,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (349) - Copy - Copy - Copy.jpg,neutral,neutral
6994,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (349) - Copy - Copy.jpg,neutral,neutral
6995,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (35) - Copy - Copy - Copy.jpg,neutral,neutral
6996,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (35) - Copy - Copy.jpg,neutral,neutral
6997,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (35) - Copy.jpg,neutral,neutral
6998,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (350) - Copy - Copy - Copy.jpg,neutral,neutral
6999,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (350) - Copy - Copy.jpg,neutral,neutral
7000,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (351) - Copy - Copy - Copy.jpg,neutral,neutral
7001,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (351) - Copy - Copy.jpg,neutral,neutral
7002,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/neutral/33468 - Copy (352) - Copy - Copy - Copy.jpg,neutral,neutral
